id	title	description	google_product_category	product_type	link	image_link	condition	availability	price	brand	gtin	mpn	color	material	pattern	size	gender	age_group	tax	shipping	shipping_weight	excluded_destination	expiration_date
481	Nalu Beads Fistral Glass Bead	The inspiration for NALU surf beads has been taken from the sea and it's ever changing moods and beauty from season to season. Maybe its in the shell we find strewn on the shoreline or in the many shades of turquoise we glimpse in the Atlantic breakers that tumble towards us. The thrill of being immersed in and at one with nature. What ever we do and wherever we may beEach one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. FISTRAL - Britain&rsquo;s surfing capital, hosting most of the major UK comps. Famous for its big waves, and huge clean swells, best in offshore winds and at low tide. Often very crowded, particularly in the summer. Popular amongst beginners, although interesting for improvers as well, Check out the south end for a mellower vibe	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=481&cPath=41	http://www.witteringsurfshop.com/images/Fistral.jpg	new	in stock	12.95	Nalu Beads		481							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		0 kg		2012-12-25
482	Nalu Beads Holywell Glass Bead	The inspiration for NALU surf beads has been taken from the sea and it's ever changing moods and beauty from season to season. Maybe its in the shell we find strewn on the shoreline or in the many shades of turquoise we glimpse in the Atlantic breakers that tumble towards us. The thrill of being immersed in and at one with nature. What ever we do and wherever we may be Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. HOLYWELL - Not for beginners as the strong currents can be dangerous. Consistent surf at all stages of the tide, check out the pushing tide for an extra foot. Popular with longboarders.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=482&cPath=41	http://www.witteringsurfshop.com/images/Holywell.jpg	new	in stock	12.95	Nalu Beads		482							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
483	Nalu Beads Polzeath Glass Bead	The inspiration for NALU surf beads has been taken from the sea and it's ever changing moods and beauty from season to season. Maybe its in the shell we find strewn on the shoreline or in the many shades of turquoise we glimpse in the Atlantic breakers that tumble towards us. The thrill of being immersed in and at one with nature. What ever we do and wherever we may be Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. POLZEATH - A good all rounder and one of our favourites. A reliable break, it works well on all tides. Watch out for strong rips, it can also get too crowded in high season. Check out the inside section on the right at low tide for some hollow waves.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=483&cPath=41	http://www.witteringsurfshop.com/images/Polzeath.jpg	new	in stock	9.95	Nalu Beads		483							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
484	Nalu Beads Porthmeor Glass Bead	The inspiration for NALU surf beads has been taken from the sea and it's ever changing moods and beauty from season to season. Maybe its in the shell we find strewn on the shoreline or in the many shades of turquoise we glimpse in the Atlantic breakers that tumble towards us. The thrill of being immersed in and at one with nature. What ever we do and wherever we may be Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. PORTHMEOR - A more temperamental break, tends to be bigger and more powerful at low tide, it is well sheltered producing a nice clean wave, popular all year round.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=484&cPath=41	http://www.witteringsurfshop.com/images/Porthmeor.jpg	new	in stock	9.95	Nalu Beads		484							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
485	Nalu Beads Sennen Glass Bead	The inspiration for NALU surf beads has been taken from the sea and it's ever changing moods and beauty from season to season. Maybe its in the shell we find strewn on the shoreline or in the many shades of turquoise we glimpse in the Atlantic breakers that tumble towards us. The thrill of being immersed in and at one with nature. What ever we do and wherever we may be Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. SENNEN - A good alternative to the breaks to the north in quiet conditions, picks up the even the most minimal swell, so if its flat here, it is everywhere else! Its big waves even rival Fistral&rsquo;s. Suitable for all abilities but avoid rocks at southern end, if you&rsquo;re unsure.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=485&cPath=41	http://www.witteringsurfshop.com/images/Sennen.jpg	new	in stock	12.95	Nalu Beads		485							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
486	Nalu Beads St Agnes Glass Bead	The inspiration for NALU surf beads has been taken from the sea and it's ever changing moods and beauty from season to season. Maybe its in the shell we find strewn on the shoreline or in the many shades of turquoise we glimpse in the Atlantic breakers that tumble towards us. The thrill of being immersed in and at one with nature. What ever we do and wherever we may be Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. ST AGNES - A good winter break, quieter and mellower than most, Best around mid tide. Very popular amongst the locals, and there are many secluded bays to be found along the coastal path so get exploring!	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=486&cPath=41	http://www.witteringsurfshop.com/images/St-Agnes.jpg	new	in stock	12.95	Nalu Beads		486							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
487	Nalu Beads Barricane Glass Bead	Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. BARRICANE - Northward of Woolacombe beach at low tide. It becomes cut off from it by a rocky headland at high tide. A beach break with short lefts and rights, but it's only really a low to mid tide break as there are rocks all over the place at high tide. Sheltered from northerly winds by high ground to the north. Not a beginner's wave.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=487&cPath=41	http://www.witteringsurfshop.com/images/Barricane.jpg	new	in stock	12.95	Nalu Beads		487							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
488	Nalu Beads Croyde Glass Bead	Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. CROYDE - Devon's own surf central! Believed by some to be the best beach break in the UK/England. The banks here can produce powerful, hollow waves, best left to the experienced!	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=488&cPath=41	http://www.witteringsurfshop.com/images/Croyde.jpg	new	in stock	12.95	Nalu Beads		488							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
489	Nalu Beads Grunta	Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. GRUNTA - To the far Northern end of Woolacombe Bay and really only accessible by beach at Low tide, and by fairly steep cliff path at any other tide, Grunta offers limited space and access. Grunta could be seen as part of the point rather than a beach in it?s own right and should only be used by those willing to hike out via the steep cliff path, as it becomes cut off soon after low tide. There are no beach facilities. Beach is not patrolled.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=489&cPath=41	http://www.witteringsurfshop.com/images/Grunter.jpg	new	in stock	9.95	Nalu Beads		489							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
490	Nalu Beads Oysters Glass Bead	Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. OYSTERS - Far off Downend at Croyde lurks the elusive Oysters reef. Needs the right conditions to work but when it does....break.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=490&cPath=41	http://www.witteringsurfshop.com/images/Oysters.jpg	new	in stock	9.95	Nalu Beads		490							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
491	Nalu Beads Pebble Ridge Glass Bead	Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. PEBBLE RIDGE - (aka Westward Ho!) Nice begginners wave and good for a relaxing surf as you can avoid the crowds. Explore a little further along the footpaths and be rewarded with some nice little reefs that work well on high, neap tides.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=491&cPath=41	http://www.witteringsurfshop.com/images/Pebble-Ridge.jpg	new	in stock	9.95	Nalu Beads		491							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
492	Nalu Beads Putsborough Gass Bead	Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. PUTSBOROUGH - Excellent for chillin' out and soul surfing. More mellow than Croyde, come here when the southerlys have blown out breaks to the south. Awesome on the right swell.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=492&cPath=41	http://www.witteringsurfshop.com/images/Putsborough.jpg	new	in stock	9.95	Nalu Beads		492							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
493	Nalu Beads Saunton Glass Bead	Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. SAUNTON - The vibe is mellow, the beach is huge. 3 miles of golden sands facing the Atlantic and backed by Britain's largest sand dune system known as the Burrows (The first Unesco biosphere reserve in the U.K). The shallow banks produce gently peeling waves, its longboarders paradise.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=493&cPath=41	http://www.witteringsurfshop.com/images/Saunton.jpg	new	in stock	12.95	Nalu Beads		493							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
494	Nalu Beads Spekes Glass Bead	Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. SPEKES - An exposed, shallow, rocky reef and the most westerly break in North Devon. Dependable at any time of year, hoovers up swell on small days.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=494&cPath=41	http://www.witteringsurfshop.com/images/Spekes.jpg	new	in stock	9.95	Nalu Beads		494							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
495	Nalu Bead Woolacombe Glass Bead	Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. WOOLACOMBE - One of North Devon's "hot spots" with a great 2 mile stretch of beach with peaks along its length. The banks here work during different states of tide.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=495&cPath=41	http://www.witteringsurfshop.com/images/Woolacombe.jpg	new	in stock	12.95	Nalu Beads		495							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
496	Nalu Beads Bali Glass Bead	Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. Bali is one of over 13,000 islands in the Indonesian archipelago and is located just over 2 kilometres from the eastern tip of the island of Java and west of the island of Lombok. The islands varied landscape of hills and mountains, rugged coastlines and sandy beaches, lush rice terraces and barren volcanic hillsides provide a picturesque backdrop to the colourful and deeply spiritual culture of this 'Island of The Gods'.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=496&cPath=41	http://www.witteringsurfshop.com/images/Bali.jpg	new	in stock	9.95	Nalu Beads		496							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
497	Nalu Beads Maldives Glass Bead	Each one of our collectable lampwork beads has been designed and individually handmade using beautiful Effetre Murano glass. this glass is some of the most beautiful glass in the world, it has been manufactured on the island of Murano, Italy for centuries and is proven to hold its finish, lustre and colour with no special storage requirements. The Maldives are formed of 26 atolls, or atholhu in Dhivehi &mdash; the source of the English word. These are not single islands, but giant ringlike coral formations hundreds of kilometers wide that have fragmented into countless islands.	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=497&cPath=41	http://www.witteringsurfshop.com/images/Maldives.jpg	new	in stock	9.95	Nalu Beads		497							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		1 kg		2012-12-25
498	Nalu Beads Maui Glass Bead	The island of Maui is the second largest of the eight major islands. Maui no ka 'oi. Maui is the best. The sunrise from the summit of Haleakala, the beaches in Kaanapali and Kihei, the Road to Hana through lush rainforest, and humpback whales during the winter in the waters off Maui. What more could anyone ask for?	Media > DVDs & Videos	Gifts > Nalu Beads	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=498&cPath=41	http://www.witteringsurfshop.com/images/Maiu.jpg	new	in stock	9.95	Nalu Beads		498							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
